,cpuName,price,cpuMark,cpuValue,threadMark,threadValue,TDP,cores,socket,category
3567,AMD Sempron SI-40,960.0,288,24.02,631,52.58,25.0,1,S1,Laptop
3571,Intel Celeron 540 @ 1.86GHz,1676.0,283,13.5,496,23.65,30.0,1,PGA478,Laptop
3586,AMD Athlon 2650e,1520.0,274,14.43,304,16.0,15.0,1,AM2,Desktop
3593,AMD Sempron 3000+,2796.0,268,7.66,333,9.53,62.0,1,AM2,Desktop
3595,Intel Celeron 530 @ 1.73GHz,1040.0,268,20.62,468,35.97,27.0,1,PGA478,Laptop
3600,Intel Atom N550 @ 1.50GHz,6880.0,265,3.08,243,2.82,8.5,2,BGA 559,Laptop
3605,AMD Athlon XP 3000+,6376.0,262,3.29,396,4.97,62.0,1,Socket A,Desktop
3606,AMD Sempron SI-42,2399.2,261,8.7,650,21.69,25.0,1,S1,Laptop
3616,AMD Sempron 2600+,2796.0,253,7.23,325,9.31,,1,Socket A,Desktop
3620,AMD Sempron LE-1150,1195.2,251,16.82,477,31.92,45.0,1,AM2,Desktop
3629,AMD Sempron 2800+,2396.0,243,8.11,408,13.63,62.0,1,AM2,Desktop
3646,Intel Celeron 420 @ 1.60GHz,3996.0,235,4.71,471,9.43,35.0,1,LGA 775,Desktop
3652,AMD Sempron 3500+,1999.2,232,9.28,264,10.56,62.0,1,AM2,Desktop
3664,Intel Atom D425 @ 1.80GHz,79438.4,222,0.22,320,0.32,10.0,1,BGA 559,Desktop
3680,AMD Sempron 2300+,3600.0,207,4.6,314,6.98,,1,Socket A,Desktop
3681,AMD Sempron 2500+,4796.0,207,3.45,405,6.75,,1,Socket A,Desktop
3684,AMD Sempron 2400+,1039.2,205,15.74,321,24.72,,1,Socket A,Desktop
3696,AMD Athlon XP 1800+,4076.0,195,3.83,301,5.9,66.0,1,Socket A,Desktop
3697,AMD Athlon XP 2000+,4719.2,195,3.31,311,5.28,70.0,1,Socket A,Desktop
3711,AMD Sempron 2200+,3196.0,184,4.6,279,6.99,,1,Socket A,Desktop
3725,Intel Atom D410 @ 1.66GHz,50879.2,177,0.28,254,0.4,10.0,1,BGA 559,Desktop
3727,AMD Athlon XP 1700+,4100.0,176,3.44,272,5.3,64.0,1,Socket A (462),Desktop
3747,Intel Atom E3815 @ 1.46GHz,10800.0,159,1.17,238,1.76,5.0,1,BGA 1170,Desktop
