,cpuName,price,cpuMark,cpuValue,threadMark,threadValue,TDP,cores,socket,category
330,Intel Xeon W-1290T @ 1.90GHz,39520.0,18409,37.27,2974,6.02,35.0,10,LGA 1200,Server
331,Intel Xeon D-2183IT @ 2.20GHz,141120.0,18385,10.42,1728,0.98,100.0,16,BGA 2518,Server
332,Intel Core i5-11600 @ 2.80GHz,17312.8,18318,84.64,3302,15.26,65.0,6,LGA 1200,Desktop
333,Intel Core i9-9820X @ 3.30GHz,54800.0,18288,26.7,2406,3.51,165.0,10,LGA 2066,Desktop
334,AMD Ryzen 5 3600X,16799.2,18285,87.08,2670,12.71,95.0,6,AM4,Desktop
335,Intel Xeon E-2378 @ 2.60GHz,30880.0,18248,47.28,3258,8.44,65.0,8,LGA 1200,Server
336,Intel Xeon E7-8880 v3 @ 2.30GHz,10640.0,18244,137.17,1612,12.12,150.0,18,LGA 2011-1,Server
337,Intel Core i7-9800X @ 3.80GHz,52000.0,18240,28.06,2595,3.99,165.0,8,LGA 2066,Desktop
338,Intel Xeon W-2145 @ 3.70GHz,97973.6,18225,14.88,2625,2.14,140.0,8,LGA 2066,Server
344,Intel Xeon W-1270 @ 3.40GHz,28960.0,18093,49.98,3060,8.45,80.0,8,LGA 1200,Server
345,Intel Xeon D-2187NT @ 2.00GHz,159120.0,18070,9.08,1425,0.72,110.0,16,BGA 2518,Server
348,Intel Core i9-10900TE @ 1.80GHz,35520.0,17888,40.29,2684,6.05,35.0,10,LGA 1200,Mobile/Embedded
349,AMD Ryzen 5 3600,12279.2,17822,116.11,2576,16.78,65.0,6,AM4,Desktop
352,Intel Xeon E5-2687W v4 @ 3.00GHz,78008.0,17757,18.21,2065,2.12,160.0,12,LGA 2011-3,Server
353,Intel Xeon E5-2680 v4 @ 2.40GHz,32175.2,17737,44.1,1949,4.85,120.0,14,LGA 2011-3,Server
354,Intel Core i5-12500T,16160.0,17728,87.76,3618,17.91,35.0,6,LGA 1700,Desktop
355,Intel Xeon E-2278G @ 3.40GHz,39520.0,17706,35.84,2951,5.97,80.0,8,LGA 1151-2,Server
356,Intel Xeon Gold 5120 @ 2.20GHz,124880.0,17686,11.33,1847,1.18,105.0,14,LGA 3647,Server
357,Intel Core i5-11500 @ 2.70GHz,15775.2,17626,89.38,3153,15.99,65.0,6,LGA 1200,Desktop
359,AMD Ryzen 7 2700X,17038.4,17578,82.54,2436,11.44,105.0,8,AM4,Desktop
361,Intel Xeon Gold 5120T @ 2.20GHz,138160.0,17540,10.16,1827,1.06,105.0,14,LGA 3647,Server
362,Intel Xeon E5-2673 v4 @ 2.30GHz,156000.0,17533,8.99,1909,0.98,135.0,20,LGA 2011-3,Server
364,Intel Xeon W-3223 @ 3.50GHz,65644.0,17456,21.27,2503,3.05,160.0,8,LGA 3647,Server
365,Intel Xeon E5-4669 v3 @ 2.10GHz,432000.0,17430,3.23,1474,0.27,135.0,18,LGA 2011-3,Server
366,Intel Xeon E5-2683 v4 @ 2.10GHz,33680.0,17388,41.3,1633,3.88,120.0,16,LGA 2011-3,Server
367,Intel Xeon E-2288G @ 3.70GHz,43120.0,17313,32.12,2927,5.43,95.0,8,LGA 1151-2,Server
368,Intel Core i7-7820X @ 3.60GHz,56720.0,17283,24.38,2539,3.58,140.0,8,LGA 2066,Desktop
370,Intel Core i5-11400F @ 2.60GHz,11999.2,17213,114.76,3023,20.15,65.0,6,LGA 1200,Desktop
372,Intel Core i7-6950X @ 3.00GHz,30185.6,17142,45.43,2334,6.19,140.0,10,LGA 2011-v3,Desktop
373,Intel Core i5-11400 @ 2.60GHz,13936.8,17132,98.34,3048,17.5,65.0,6,LGA 1200,Desktop
375,Intel Core i7-10700E @ 2.90GHz,26400.0,17020,51.58,2845,8.62,65.0,8,LGA 1200,"Laptop, Mobile/Embedded"
376,AMD EPYC 7232P,31221.6,17017,43.6,1549,3.97,120.0,8,SP3,Server
377,Intel Core i7-10700F @ 2.90GHz,19999.2,16973,67.89,2919,11.67,65.0,8,LGA 1200,Desktop
378,AMD Ryzen Threadripper 1900X,19999.2,16955,67.82,2343,9.37,180.0,8,sTR4,Desktop
379,Intel Core i7-10700 @ 2.90GHz,21519.2,16946,63.0,2922,10.86,65.0,8,LGA 1200,Desktop
381,Intel Core i9-9900 @ 3.10GHz,36719.2,16873,36.76,2863,6.24,65.0,8,LGA 1151-2,Desktop
383,AMD Ryzen 5 4500,11340.0,16698,117.8,2605,18.38,65.0,6,AM4,Desktop
384,Intel Xeon Gold 6134 @ 3.20GHz,135999.2,16518,9.72,2240,1.32,130.0,8,LGA 3647,Server
385,Intel Core i5-11500H @ 2.90GHz,20000.0,16458,65.83,3148,12.59,45.0,6,BGA 1787,Laptop
387,Intel Xeon E5-2690 v3 @ 2.60GHz,18815.2,16444,69.92,1903,8.09,135.0,12,LGA 2011-v3,Server
388,AMD Ryzen 5 PRO 4650G,20588.8,16428,63.83,2664,10.35,65.0,6,AM4,Desktop
389,Intel Core i7-11600H @ 2.90GHz,31600.0,16403,41.53,3185,8.06,45.0,6,BGA 1787,Laptop
390,Intel Core i7-10700TE @ 2.00GHz,26400.0,16332,49.49,2772,8.4,35.0,8,LGA 1200,Laptop
391,AMD Ryzen 7 1800X,14242.4,16306,91.59,2186,12.28,95.0,8,AM4,Desktop
392,Intel Xeon Gold 5118 @ 2.30GHz,55920.0,16287,23.3,1746,2.5,105.0,12,LGA 3647,Server
393,Intel Core i9-10980HK @ 2.40GHz,46640.0,16271,27.91,2869,4.92,45.0,8,BGA 1440,Laptop
397,Intel Core i5-11400H @ 2.70GHz,20000.0,16073,64.29,3061,12.24,45.0,6,BGA 1787,Laptop
399,Intel Xeon W-10885M @ 2.40GHz,49840.0,16013,25.7,2768,4.44,45.0,8,BGA 1440,"Laptop, Server"
401,Intel Xeon E-2336 @ 2.90GHz,24320.0,15900,52.3,3353,11.03,65.0,6,LGA 1200,Server
403,Intel Xeon E5-2695 v3 @ 2.30GHz,19455.2,15801,64.97,1739,7.15,120.0,14,LGA 2011-v3,Server
404,Intel Xeon Silver 4214 @ 2.20GHz,60936.0,15772,20.71,1712,2.25,85.0,12,LGA 3647,Server
406,Intel Core i9-10885H @ 2.40GHz,44480.0,15679,28.2,2810,5.05,45.0,8,BGA 1440,Laptop
408,AMD Ryzen 7 2700,20336.0,15654,61.58,2197,8.64,65.0,8,AM4,Desktop
411,Intel Xeon E5-2680 v3 @ 2.50GHz,11360.0,15522,109.31,1774,12.49,120.0,12,LGA 2011-v3,Server
413,AMD Ryzen 7 1700X,13444.8,15496,92.21,2074,12.34,95.0,8,AM4,Desktop
414,Intel Xeon Gold 5217 @ 3.00GHz,131600.0,15429,9.38,2173,1.32,115.0,8,LGA 3647,Server
415,Intel Core i7-10875H @ 2.30GHz,36000.0,15426,34.28,2778,6.17,45.0,8,BGA 1440,Laptop
416,Intel Xeon Gold 5215 @ 2.50GHz,110796.0,15420,11.13,1866,1.35,85.0,10,LGA 3647,Server
417,Intel Xeon E5-4667 v3 @ 2.00GHz,458320.0,15397,2.69,1461,0.26,135.0,16,LGA 2011-3,Server
419,Intel Core i5-11260H @ 2.60GHz,20000.0,15313,61.25,2969,11.87,45.0,6,BGA 1787,Laptop
420,Intel Core i7-11700T @ 1.40GHz,25840.0,15271,47.28,2859,8.85,35.0,8,LGA 1200,Desktop
421,Intel Core i5-11600T @ 1.70GHz,17040.0,15254,71.61,2884,13.54,35.0,6,LGA 1200,Desktop
422,Intel Xeon E-2278GE @ 3.30GHz,39520.0,15252,30.88,2639,5.34,80.0,8,LGA 1151-2,Server
423,Intel Xeon E-2286M @ 2.40GHz,109854.4,15249,11.1,2778,2.02,45.0,8,BGA 1440,Laptop
424,Intel Xeon Silver 4214Y @ 2.20GHz,61440.0,15248,19.85,1790,2.33,85.0,12,LGA 3647,Server
426,Intel Xeon Silver 4116T @ 2.10GHz,88960.0,15187,13.66,1781,1.6,85.0,12,LGA 3647,Server
427,Intel Xeon Silver 4215R @ 3.20GHz,68800.0,15147,17.61,2349,2.73,130.0,8,LGA 3647,Server
428,Intel Core i9-10900T @ 1.90GHz,35120.0,15134,34.47,2523,5.75,35.0,10,LGA 1200,Desktop
429,Intel Xeon D-2166NT @ 2.00GHz,80400.0,15105,15.03,1751,1.74,85.0,12,BGA 2518,Server
433,Intel Xeon E5-2660 v4 @ 2.00GHz,20356.0,15038,59.1,1897,7.46,105.0,14,LGA 2011-3,Server
434,Intel Xeon Silver 4210R @ 2.40GHz,41599.2,15030,28.9,1831,3.52,100.0,10,LGA 3647,Server
435,Intel Core i7-10870H @ 2.20GHz,33360.0,15027,36.04,2726,6.54,45.0,8,BGA 1440,Laptop
436,AMD EPYC 7301,119998.4,14991,9.99,1363,0.91,155.0,16,SP3,Server
437,Intel Core i3-12300,11440.0,14955,104.58,3673,25.68,60.0,4,LGA  1700,Desktop
438,AMD EPYC 7251,88880.0,14935,13.44,1671,1.5,120.0,8,SP3,Server
439,Intel Xeon Silver 4116 @ 2.10GHz,31199.2,14931,38.29,1709,4.38,85.0,12,LGA 3647,Server
440,Intel Xeon W-1250P @ 4.10GHz,47732.8,14924,25.01,2985,5.0,125.0,6,LGA 1200,"Desktop, Server"
441,Intel Xeon E5-2699A v4 @ 2.40GHz,395040.0,14917,3.02,1037,0.21,145.0,22,LGA 2011-3,Server
442,Intel Xeon E5-2658A v3 @ 2.20GHz,146560.0,14879,8.12,1688,0.92,105.0,12,LGA 2011-3,Server
443,Intel Xeon E5-2683 v3 @ 2.00GHz,119916.0,14829,9.89,1571,1.05,120.0,14,LGA 2011-v3,Server
445,Intel Xeon E5-2687W v3 @ 3.10GHz,54396.0,14812,21.78,1897,2.79,160.0,10,LGA 2011-v3,Server
449,Intel Core i9-9980HK @ 2.40GHz,46640.0,14728,25.26,2620,4.49,45.0,8,BGA 1440,Laptop
451,Intel Xeon E5-2678 v3 @ 2.50GHz,13600.0,14682,86.36,1718,10.1,120.0,12,LGA 2011-v3,Server
453,AMD Ryzen 7 1700,12214.4,14628,95.81,1985,13.0,65.0,8,AM4,Desktop
455,Intel Core i5-10600KF @ 4.10GHz,14798.4,14575,78.79,2948,15.94,125.0,6,LGA 1200,Desktop
456,Intel Core i7-9700K @ 3.60GHz,31279.2,14550,37.21,2899,7.42,95.0,8,LGA 1151-2,Desktop
457,Intel Core i7-8086K @ 4.00GHz,43920.0,14550,26.5,2895,5.27,95.0,6,LGA 1151-2,Desktop
459,Intel Core i5-10600K @ 4.10GHz,17037.6,14534,68.24,2936,13.78,125.0,6,LGA 1200,Desktop
460,Intel Core i3-12100,9760.0,14503,118.88,3549,29.09,60.0,4,LGA  1700,Desktop
461,Intel Core i7-9700KF @ 3.60GHz,33999.2,14499,34.12,2920,6.87,95.0,8,LGA 1151-2,Desktop
462,Intel Core i3-12100F,8639.2,14490,134.18,3532,32.71,58.0,4,LGA 1700,Server
463,Intel Xeon Silver 4215 @ 2.50GHz,69596.0,14439,16.6,2060,2.37,85.0,8,LGA 3647,Server
466,Intel Xeon E-2286G @ 4.00GHz,44100.8,14384,26.09,2846,5.16,95.0,6,LGA 1151-2,Server
467,Intel Xeon W-2235 @ 3.80GHz,46639.2,14332,24.58,2662,4.57,130.0,6,LGA 2066,Server
468,Intel Xeon E-2236 @ 3.40GHz,26184.8,14307,43.71,2851,8.71,80.0,6,LGA 1151-2,Server
469,Intel Core i7-6900K @ 3.20GHz,30796.0,14291,37.13,2361,6.13,140.0,8,LGA 2011-3,Desktop
470,Intel Xeon Silver 4210 @ 2.20GHz,35920.0,14285,31.82,1858,4.14,85.0,10,LGA 3647,Server
471,Intel Xeon Gold 6128 @ 3.40GHz,137520.0,14273,8.3,2247,1.31,115.0,6,LGA 3647,Server
472,Intel Xeon E5-4660 v3 @ 2.10GHz,384000.0,14256,2.97,1558,0.32,120.0,14,LGA 2011-3,Server
474,Intel Xeon E5-2697 v2 @ 2.70GHz,13000.0,14218,87.49,1811,11.14,130.0,12,LGA 2011,Server
476,Intel Xeon E5-1680 v4 @ 3.40GHz,377520.0,14120,2.99,2348,0.5,140.0,8,LGA 2011-3,Server
477,Intel Xeon E5-2673 v3 @ 2.40GHz,56000.0,14112,20.16,1723,2.46,110.0,12,LGA 2011-v3,Server
478,Intel Xeon W-2135 @ 3.70GHz,80616.0,14109,14.0,2592,2.57,140.0,6,LGA 2066,Server
479,Intel Xeon E-2374G @ 3.70GHz,28560.0,14086,39.46,3445,9.65,80.0,4,LGA 1200,Server
480,AMD Ryzen 5 2600X,12351.2,14053,91.02,2406,15.58,95.0,6,AM4,Desktop
481,Intel Xeon E-2246G @ 3.60GHz,24880.0,14050,45.18,2825,9.08,80.0,6,LGA 1151-2,Server
482,Intel Core i9-9880H @ 2.30GHz,44480.0,13979,25.14,2555,4.59,45.0,8,BGA 1440,Laptop
484,AMD EPYC 3251,25200.0,13965,44.33,1872,5.94,50.0,8,SP4r2,Server
485,Intel Core i9-9900T @ 2.10GHz,35120.0,13947,31.77,2505,5.71,35.0,8,LGA 1151-2,Desktop
486,Intel Core i5-10600 @ 3.30GHz,17599.2,13928,63.31,2911,13.23,65.0,6,LGA 1200,Desktop
487,Intel Xeon E5-2670 v3 @ 2.30GHz,5119.2,13917,217.48,1695,26.5,120.0,12,LGA 2011-v3,Server
488,Intel Xeon E-2186G @ 3.80GHz,43422.4,13909,25.63,2780,5.12,95.0,6,LGA 1151-2,Server
489,Intel Core i7-8700K @ 3.70GHz,24720.0,13850,44.82,2764,8.95,95.0,6,LGA 1151-2,Desktop
490,Intel Xeon E5-2667 v4 @ 3.20GHz,28600.0,13846,38.73,2158,6.04,135.0,8,LGA 2011-3,Server
492,Intel Core i5-11500T @ 1.50GHz,15360.0,13820,71.98,2571,13.39,35.0,6,LGA 1200,Desktop
493,Intel Xeon W-1250 @ 3.30GHz,24991.2,13799,44.17,2859,9.15,80.0,6,LGA 1200,Server
496,Intel Xeon E-2176G @ 3.70GHz,35840.0,13643,30.45,2749,6.14,80.0,6,LGA 1151-2,Server
497,Intel Xeon W-1270TE @ 2.00GHz,29360.0,13553,36.93,2796,7.62,35.0,8,LGA 1200,Server
498,Intel Xeon E5-2695 v2 @ 2.40GHz,14640.0,13521,73.88,1604,8.77,115.0,12,LGA  2011,Server
499,Intel Xeon E5-2650 v4 @ 2.20GHz,95999.2,13489,11.24,1578,1.31,105.0,12,LGA 2011-3,Server
501,Intel Xeon E5-2690 v2 @ 3.00GHz,11840.0,13481,91.08,1880,12.7,130.0,10,LGA 2011,Server
502,Intel Core i7-9700F @ 3.00GHz,27279.2,13462,39.48,2796,8.2,65.0,8,LGA 1151-2,Desktop
504,Intel Core i7-9700 @ 3.00GHz,25828.0,13385,41.46,2782,8.62,65.0,8,LGA 1151-2,Desktop
505,Intel Xeon E-2276G @ 3.80GHz,35432.0,13371,30.19,2894,6.53,80.0,6,LGA 1151-2,Server
506,Intel Xeon E-2136 @ 3.30GHz,25759.2,13356,41.48,2711,8.42,80.0,6,LGA 1151-2,Server
507,Intel Xeon E-2146G @ 3.50GHz,29595.2,13351,36.09,2679,7.24,80.0,6,LGA 1151-2,Server
508,Intel Xeon E5-1660 v4 @ 3.20GHz,119520.0,13340,8.93,2193,1.47,140.0,8,LGA 2011-3,Server
509,AMD Ryzen 5 3500X,14796.0,13319,72.01,2525,13.65,65.0,6,AM4,Desktop
511,Intel Xeon E5-1680 v3 @ 3.20GHz,47199.2,13214,22.4,2127,3.61,140.0,8,LGA 2011-v3,Server
512,AMD Ryzen 5 2600,9990.4,13195,105.66,2250,18.02,65.0,6,AM4,Desktop
514,Intel Xeon E-2334 @ 3.40GHz,24479.2,13189,43.1,3244,10.6,65.0,4,LGA 1200,Server
515,Intel Xeon Silver 4114 @ 2.20GHz,62000.0,13169,16.99,1681,2.17,85.0,10,LGA 3647,Server
516,Intel Xeon E5-2660 v3 @ 2.60GHz,11418.4,13146,92.1,1796,12.58,105.0,10,LGA 2011-v3,Server
518,Intel Core i7-10700T @ 2.00GHz,35839.2,13119,29.28,2661,5.94,35.0,8,LGA 1200,Desktop
519,Intel Xeon D-2143IT @ 2.20GHz,45280.0,13107,23.16,1812,3.2,65.0,8,BGA 2518,Server
520,Intel Core i5-11400T @ 1.30GHz,14560.0,13078,71.86,2549,14.0,35.0,6,LGA 1200,Desktop
521,Intel Core i5-10500 @ 3.10GHz,16790.4,13056,62.21,2785,13.27,65.0,6,LGA 1200,Desktop
522,Intel Core i7-8700 @ 3.20GHz,20879.2,13046,49.99,2662,10.2,65.0,6,LGA 1151-2,Desktop
523,Intel Xeon E5-4627 v4 @ 2.60GHz,79999.2,12969,12.97,2030,2.03,135.0,10,LGA 2011-3,Server
524,Intel Xeon W-10855M @ 2.80GHz,36000.0,12955,28.79,2776,6.17,45.0,6,BGA 1440,"Laptop, Server"
526,AMD Ryzen 5 1600X,13556.8,12943,76.38,2183,12.88,95.0,6,AM4,Desktop
528,Intel Core i7-7800X @ 3.50GHz,15999.2,12864,64.33,2414,12.07,140.0,6,LGA 2066,Desktop
530,Intel Xeon E5-2618L v4 @ 2.20GHz,56031.2,12816,18.3,2013,2.87,75.0,10,LGA 2011-3,Server
531,Intel Core i3-12100T,9760.0,12767,104.65,3412,27.96,35.0,4,LGA 1700,Desktop
532,AMD Ryzen 3 3300X,21599.2,12746,47.21,2689,9.96,65.0,4,AM4,Desktop
533,Intel Core i7-5960X @ 3.00GHz,17248.8,12719,58.99,1979,9.18,140.0,8,LGA 2011-v3,Desktop
534,Intel Xeon E5-2680 v2 @ 2.80GHz,11162.4,12530,89.8,1789,12.82,115.0,10,LGA 2011,Server
536,Intel Xeon E5-4657L v2 @ 2.40GHz,60095.2,12495,16.63,1478,1.97,115.0,12,LGA 2011,Server
537,Intel Core i5-10400F @ 2.90GHz,9999.2,12439,99.52,2572,20.58,65.0,6,LGA 1200,Desktop
538,Intel Xeon W-2133 @ 3.60GHz,49360.0,12438,20.16,2274,3.68,140.0,6,LGA 2066,Server
540,Intel Core i7-11375H @ 3.30GHz,38560.0,12383,25.69,3105,6.44,35.0,4,BGA 1449,Laptop
541,Intel Xeon E5-1660 v3 @ 3.00GHz,31916.0,12360,30.98,1976,4.95,140.0,8,LGA 2011-v3,Server
543,Intel Xeon E5-2667 v3 @ 3.20GHz,32240.0,12354,30.66,1983,4.92,135.0,8,LGA 2011-v3,Server
544,Intel Core i7-1265U,34080.0,12334,28.95,3422,8.03,15.0,2,BGA 1744,"Laptop, Mobile/Embedded"
545,Intel Core i5-10400 @ 2.90GHz,11999.2,12320,82.14,2587,17.25,65.0,6,LGA 1200,Desktop
546,AMD Ryzen 5 1600,12785.6,12314,77.05,2074,12.98,65.0,6,AM4,Desktop
547,Intel Core i7-8700B @ 3.20GHz,24240.0,12239,40.39,2751,9.08,65.0,6,BGA 1440,Laptop
548,Intel Core i7-9700E @ 2.60GHz,25840.0,12239,37.89,2576,7.97,65.0,8,LGA 1151-2,Desktop
550,Intel Xeon E5-2667 v2 @ 3.30GHz,13996.0,12222,69.86,2018,11.53,130.0,8,LGA  2011,Server
552,Intel Xeon D-2141I @ 2.20GHz,44400.0,12177,21.94,1756,3.16,65.0,8,BGA 2518,Server
553,Intel Core i7-10850H @ 2.70GHz,31600.0,12124,30.69,2740,6.94,45.0,6,BGA 1440,Laptop
555,Intel Core i7-11370H @ 3.30GHz,34080.0,12098,28.4,3017,7.08,35.0,4,BGA 1449,Laptop
556,Intel Xeon E5-2687W v2 @ 3.40GHz,34575.2,12083,27.96,2067,4.78,150.0,8,LGA 2011,Server
558,Intel Xeon E-2278GEL @ 2.00GHz,39520.0,12024,24.34,2428,4.91,35.0,8,LGA 1151-2,Server
560,Intel Xeon E5-2640 v4 @ 2.40GHz,36880.0,11950,25.92,1818,3.94,90.0,10,LGA 2011-3,Server
562,Intel Xeon E5-2650 v3 @ 2.30GHz,8629.6,11931,110.61,1629,15.1,105.0,10,LGA 2011-v3,Server
565,Intel Xeon E5-2650L v3 @ 1.80GHz,109200.0,11820,8.66,1397,1.02,65.0,12,LGA 2011-v3,Server
566,Intel Xeon E-2276M @ 2.80GHz,36000.0,11818,26.26,2648,5.89,45.0,6,BGA 1440,Laptop
568,Intel Xeon D-2146NT @ 2.30GHz,51280.0,11736,18.31,1802,2.81,80.0,8,BGA 2518,Server
569,Intel Xeon E5-2670 v2 @ 2.50GHz,6320.0,11718,148.33,1658,20.99,115.0,10,LGA 2011,Server
570,AMD Ryzen 3 3100,11036.0,11660,84.52,2427,17.59,65.0,4,AM4,Desktop
571,Intel Xeon D-1577 @ 1.30GHz,94080.0,11645,9.9,1319,1.12,45.0,16,BGA 1667,Server
572,Intel Core i5-10500H @ 2.50GHz,20000.0,11604,46.41,2620,10.48,45.0,6,BGA 1440,Laptop
573,Intel Xeon E5-2648L v4 @ 1.80GHz,103896.0,11547,8.89,1435,1.1,75.0,14,LGA 2011-3,Server
574,Intel Xeon E5-1650 v4 @ 3.60GHz,36296.0,11534,25.42,2406,5.3,140.0,6,LGA 2011-3,Server
578,Intel Xeon E5-2650L v4 @ 1.70GHz,56000.0,11436,16.34,1385,1.98,65.0,14,LGA 2011-3,Server
579,Intel Core i7-9750HF @ 2.60GHz,31600.0,11391,28.84,2539,6.43,45.0,6,BGA 1440,Laptop
580,Intel Core i5-10600T @ 2.40GHz,17040.0,11376,53.41,2422,11.37,35.0,6,LGA 1200,Desktop
581,Intel Xeon E5-2630 v4 @ 2.20GHz,29996.0,11373,30.33,1774,4.73,85.0,10,LGA 2011-3,Server
583,Intel Xeon E5-4627 v3 @ 2.60GHz,192000.0,11344,4.73,1749,0.73,135.0,10,LGA 2011-3,Server
586,Intel Core i7-6850K @ 3.60GHz,26157.6,11295,34.54,2407,7.36,140.0,6,LGA 2011-3,Desktop
589,Intel Core i7-9750H @ 2.60GHz,76800.0,11207,11.67,2487,2.59,45.0,6,BGA 1440,Laptop
590,Intel Xeon E5-2640 v3 @ 2.60GHz,4720.0,11205,189.91,1865,31.6,90.0,8,LGA 2011-v3,Server
591,Intel Xeon E5-2643 v4 @ 3.40GHz,30680.0,11152,29.08,2249,5.87,135.0,6,LGA 2011-3,Server
592,Intel Xeon Silver 4208 @ 2.10GHz,38560.8,11137,23.11,1821,3.78,85.0,8,LGA 3647,Server
593,Intel Core i5-1235U,24720.0,11119,35.98,3335,10.79,15.0,2,BGA 1744,"Laptop, Mobile/Embedded"
594,Intel Xeon E-2226G @ 3.40GHz,26123.2,11119,34.05,2853,8.74,80.0,6,LGA 1151-2,Server
595,Intel Core i7-1185G7E @ 2.80GHz,34480.0,11114,25.79,3017,7.0,15.0,4,BGA 1449,"Laptop, Mobile/Embedded"
597,Intel Xeon E5-2628L v4 @ 1.90GHz,109120.0,11079,8.12,1433,1.05,75.0,12,LGA 2011-3,Server
598,Intel Core i5-11300H @ 3.10GHz,24720.0,11048,35.75,2832,9.17,35.0,4,BGA 1449,Laptop
599,Intel Core i7-1195G7 @ 2.90GHz,34080.0,11019,25.87,3084,7.24,28.0,4,BGA 1449,Laptop
600,Intel Core i7-1185G7 @ 3.00GHz,34080.0,10948,25.7,2899,6.8,15.0,4,BGA 1526,Laptop
601,Intel Xeon E-2176M @ 2.70GHz,36000.0,10946,24.32,2454,5.45,45.0,6,BGA 1440,Laptop
603,Intel Xeon E-2186M @ 2.90GHz,49840.0,10904,17.5,2481,3.98,45.0,6,BGA 1440,Laptop
604,Intel Xeon E5-2470 v2 @ 2.40GHz,18996.0,10902,45.91,1503,6.33,95.0,10,LGA  1356,Server
605,Intel Core i7-11390H @ 3.40GHz,34080.0,10897,25.58,3053,7.17,35.0,4,BGA 1449,Laptop
606,Intel Xeon E5-2630L v4 @ 1.80GHz,7840.0,10864,110.86,1743,17.79,55.0,10,LGA 2011-3,Server
608,Intel Xeon W-2225 @ 4.10GHz,41040.0,10844,21.14,2667,5.2,105.0,4,LGA 2066,Server
609,Intel Core i5-9600KF @ 3.70GHz,12720.0,10838,68.16,2786,17.52,95.0,6,LGA 1151-2,Desktop
610,Intel Xeon E5-4650 v3 @ 2.10GHz,307040.0,10838,2.82,1384,0.36,105.0,12,LGA 2011-3,Server
612,Intel Core i7-9700TE @ 1.80GHz,25840.0,10826,33.52,2309,7.15,35.0,8,LGA 1151-2,"Desktop, Laptop"
613,Intel Core i9-8950HK @ 2.90GHz,46640.0,10803,18.53,2489,4.27,45.0,6,BGA 1440,Laptop
614,Intel Core i5-9600K @ 3.70GHz,18608.0,10793,46.4,2773,11.92,95.0,6,LGA 1151-2,Desktop
616,Intel Xeon E-2126G @ 3.30GHz,25623.2,10747,33.55,2652,8.28,80.0,6,LGA 1151-2,Server
617,Intel Core i7-9700T @ 2.00GHz,25840.0,10736,33.24,2445,7.57,35.0,8,LGA 1151-2,Desktop
618,Intel Core i5-11320H @ 3.20GHz,24720.0,10732,34.73,2951,9.55,35.0,4,BGA 1449,Laptop
619,Intel Core i7-6800K @ 3.40GHz,20799.2,10681,41.08,2272,8.74,140.0,6,LGA 2011-v3,Desktop
620,Intel Core i7-1165G7 @ 2.80GHz,34080.0,10595,24.87,2877,6.75,15.0,4,BGA 1526,Laptop
621,Intel Core i5-1155G7 @ 2.50GHz,24720.0,10561,34.18,3014,9.75,28.0,4,BGA 1449,Laptop
622,Intel Xeon E5-4620 v3 @ 2.00GHz,62296.0,10525,13.52,1486,1.91,105.0,10,LGA 2011-3,Server
624,Intel Xeon E5-2618L v3 @ 2.30GHz,82396.0,10464,10.16,1872,1.82,75.0,8,LGA 2011-v3,Server
625,Intel Core i5-1145G7E @ 2.60GHz,24960.0,10454,33.51,2691,8.62,15.0,4,BGA 1449,Mobile/Embedded
626,Intel Core i7-8700T @ 2.40GHz,27441.6,10431,30.41,2366,6.9,35.0,6,LGA 1151-2,Desktop
629,Intel Xeon E5-2630 v3 @ 2.40GHz,5999.2,10392,138.58,1771,23.62,85.0,8,LGA 2011-v3,Server
630,Intel Xeon E5-2643 v3 @ 3.40GHz,199996.0,10391,4.16,2071,0.83,135.0,6,LGA 2011-v3,Server
631,Intel Xeon E5-2660 v2 @ 2.20GHz,6320.0,10382,131.41,1498,18.96,95.0,10,LGA  2011,Server
632,Intel Xeon E5-1650 v3 @ 3.50GHz,65596.0,10373,12.65,2116,2.58,140.0,6,LGA 2011-v3,Server
634,Intel Core i5-9600 @ 3.10GHz,20524.0,10369,40.42,2751,10.72,65.0,6,LGA 1151-2,Desktop
635,Intel Core i5-10500T @ 2.30GHz,15360.0,10365,53.98,2342,12.2,35.0,6,LGA 1200,Desktop
636,Intel Xeon Silver 4109T @ 2.00GHz,48620.0,10348,17.03,1445,2.38,70.0,8,LGA 3647,Server
637,Intel Core i7-8850H @ 2.60GHz,31600.0,10333,26.16,2399,6.07,45.0,6,BGA 1440,Laptop
638,Intel Core i5-9500F @ 3.00GHz,14560.0,10330,56.76,2676,14.7,65.0,6,LGA 1151-2,Desktop
639,Intel Core i7-1160G7 @ 1.20GHz,34080.0,10316,24.22,2827,6.64,,4,BGA 1598,Laptop
640,Intel Core i3-10325 @ 3.90GHz,12320.0,10308,66.94,2890,18.77,65.0,4,LGA 1200,Desktop
641,Intel Core i7-5930K @ 3.50GHz,25596.0,10304,32.21,2063,6.45,140.0,6,LGA 2011-v3,Desktop
643,Intel Xeon E5-2658 v2 @ 2.40GHz,288320.0,10274,2.85,1442,0.4,95.0,10,LGA  2011,Server
645,Intel Xeon Silver 4110 @ 2.10GHz,42400.0,10246,19.33,1613,3.04,85.0,8,LGA 3647,Server
646,Intel Xeon E5-1660 v2 @ 3.70GHz,143916.0,10223,5.68,2073,1.15,130.0,6,LGA  2011,Server
647,Intel Core i5-8600K @ 3.60GHz,18879.2,10195,43.2,2609,11.05,95.0,6,LGA 1151-2,Desktop
