,name,count,capacity,freq,timings,formFactor,type,price,link,value
125,AMD Radeon R7 Performance Series R744G2606U1S-U ,1,4,2666,16-18-18-35,"DIMM, 288-pin",DDR4 ,890,https://www.citilink.ru/product/modul-pamyati-amd-radeon-r7-performance-series-r744g2606u1s-uo-ddr4-4g-333704/,3.0
126,Patriot Viper Steel RGB PVSR432G360C0K ,2,16,3600,20-26-26-46,"DIMM, 288-pin",DDR4 ,8790,https://www.citilink.ru/product/pamyat-ddr4-2x16gb-3600mhz-patriot-pvsr432g360c0k-rtl-pc4-24000-cl20-2-1497636/,0.4113765642775882
127,AMD ,1,2,800,6-6-6-18,"DIMM, 240-pin",DDR2 ,1090,https://www.citilink.ru/product/modul-pamyati-amd-ddr2-2gb-800-dimm-ret-1166428/,0.7357798165137615
128,Kingston VALUERAM KVR16N11/8WP ,1,8,1600,11-11-11,"DIMM, 240-pin",DDR3 ,3490,https://www.citilink.ru/product/pamyat-ddr3-8gb-1600mhz-kingston-kvr16n11-8wp-rtl-pc3-12800-cl11-dimm-1520958/,0.4607449856733525
129,Kingston VALUERAM KVR16N11S8/4WP ,1,4,1600,11-11-11,"DIMM, 240-pin",DDR3 ,2120,https://www.citilink.ru/product/pamyat-ddr3-4gb-1600mhz-kingston-kvr16n11s8-4wp-rtl-pc3-12800-cl11-dim-1520882/,0.7566037735849057
130,KINGSPEC KS1600D3P13504G ,1,4,1600,11-11-11,"DIMM, 240-pin",DDR3L,1030,https://www.citilink.ru/product/pamyat-ddr3l-4gb-1600mhz-kingspec-ks1600d3p13504g-rtl-pc3-12800-dimm-2-1742090/,1.5572815533980582
131,Digma DGMAS31600004S ,1,4,1600,11-11-11-28,"SO-DIMM, 204-pin",DDR3L,790,https://www.citilink.ru/product/pamyat-ddr3l-4gb-1600mhz-digma-dgmas31600004s-rtl-pc3-12800-cl11-so-di-1892906/,2.030379746835443
132,Kingston VALUERAM KVR26S19S6/4 ,1,4,2666,19-19-19,"SO-DIMM, 260-pin",DDR4 ,1590,https://www.citilink.ru/product/modul-pamyati-kingston-valueram-kvr26s19s6-4-ddr4-4gb-2666-so-dimm-ret-1107381/,1.679245283018868
133,AMD Radeon R7 Performance Series R7432G2606U2S-U ,1,32,2666,19-19-19-43,"DIMM, 288-pin",DDR4 ,5890,https://www.citilink.ru/product/pamyat-ddr4-32gb-2666mhz-amd-r7432g2606u2s-u-radeon-r7-performance-ser-1777221/,0.45806451612903226
134,Crucial CT8G4SFRA266 ,1,8,2666,19-19-19,"SO-DIMM, 260-pin",DDR4 ,2090,https://www.citilink.ru/product/pamyat-ddr4-8gb-2666mhz-crucial-ct8g4sfra266-rtl-pc4-21300-cl19-so-dim-1825003/,1.279425837320574
135,Kingston VALUERAM KVR32N22S8/16 ,1,16,3200,22-22-22,"DIMM, 288-pin",DDR4 ,3790,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-kingston-kvr32n22s8-16-rtl-pc4-25600-cl22-dim-1538445/,0.8485488126649077
137,Kingston Fury Beast Black RGB KF432C16BBA/16 ,1,16,3200,16-20-20,"DIMM, 288-pin",DDR4 ,4490,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-kingston-kf432c16bba-16-fury-beast-black-rgb-1790361/,0.7162583518930957
139,A-Data AD4S32008G22-SGN ,1,8,3200,22-22-22,"SO-DIMM, 260-pin",DDR4 ,1490,https://www.citilink.ru/product/pamyat-ddr4-8gb-3200mhz-a-data-ad4s32008g22-sgn-rtl-pc4-25600-cl22-so-1738815/,2.153020134228188
141,Patriot Viper Steel RGB PVSR416G320C8K ,2,8,3200,18-22-22-42,"DIMM, 288-pin",DDR4 ,4690,https://www.citilink.ru/product/pamyat-ddr4-2x8gb-3200mhz-patriot-pvsr416g320c8k-rtl-pc4-25600-cl18-di-1471149/,0.6840085287846481
142,Kingston VALUERAM KVR26N19S6/4 ,1,4,2666,19-19-19,"DIMM, 288-pin",DDR4 ,1590,https://www.citilink.ru/product/modul-pamyati-kingston-valueram-kvr26n19s6-4-ddr4-4gb-2666-dimm-ret-1107365/,1.679245283018868
143,Patriot Viper Steel PVS416G400C6K ,2,8,4000,16-16-16-36,"DIMM, 288-pin",DDR4 ,8690,https://www.citilink.ru/product/pamyat-ddr4-2x8gb-4000mhz-patriot-pvs416g400c6k-viper-steel-rtl-pc4-32-1639870/,0.46121979286536247
144,Kingston Fury Beast KF556C40BB-16 ,1,16,5600,40-40-40,"DIMM, 288-pin",DDR5 ,5790,https://www.citilink.ru/product/pamyat-ddr5-16gb-5600mgc-kingston-kf556c40bb-16-fury-beast-rtl-pc5-416-1676547/,0.9699481865284975
145,Kingston VALUERAM KVR32S22S8/16 ,1,16,3200,22-22-22,"SO-DIMM, 260-pin",DDR4 ,3590,https://www.citilink.ru/product/pamyat-ddr4-32gb-3200mhz-kingston-kvr32s22s8-16-rtl-pc4-23400-cl19-so-1538473/,0.8958217270194986
146,AMD R538G1601U2SL-U ,1,8,1600,11-11-11-28,"DIMM, 240-pin",DDR3L,2700,https://www.citilink.ru/product/pamyat-ddr3-8gb-1600mhz-amd-r538g1601u2sl-u-rtl-pc3-12800-cl11-long-di-1473461/,0.5955555555555555
147,Patriot Viper 3 PV38G160C9K ,2,4,1600,9-9-9-24,"DIMM, 240-pin",DDR3 ,2290,https://www.citilink.ru/product/modul-pamyati-patriot-viper-3-pv38g160c9k-ddr3-2x-4gb-1600-dimm-ret-390677/,0.7004366812227074
148,Corsair Vengeance LPX CMK32GX4M2E3200C16 ,2,16,3200,16-20-20-38,"DIMM, 288-pin",DDR4 ,9490,https://www.citilink.ru/product/pamyat-ddr5-2x16gb-5200mhz-corsair-cmk32gx4m2e3200c16-vengeance-rtl-pc-1812083/,0.3388830347734457
149,Patriot Viper Steel PVS432G360C8K ,2,16,3600,18-22-22-42,"DIMM, 288-pin",DDR4 ,7890,https://www.citilink.ru/product/pamyat-ddr4-32gb-3600mhz-patriot-pvs432g360c8k-rtl-pc4-28800-cl18-288-1495492/,0.4583016476552598
151,AMD Radeon R7 Performance Series R744G2606S1S-U ,1,4,2666,16-18-18-35,"SO-DIMM, 260-pin",DDR4 ,790,https://www.citilink.ru/product/pamyat-ddr4-4gb-2666mhz-amd-r744g2606s1s-u-radeon-r7-performance-serie-1777078/,3.379746835443038
153,Patriot Signature PSD416G320081 ,1,16,3200,22-22-22-52,"DIMM, 288-pin",DDR4 ,3090,https://www.citilink.ru/product/modul-pamyati-patriot-psd416g320081-1483227/,1.040776699029126
154,Digma DGMAD43200016S ,1,16,3200,22-22-22-52,"DIMM, 288-pin",DDR4 ,2890,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-digma-dgmad43200016s-rtl-pc4-25600-cl22-dimm-1784392/,1.1128027681660901
155,Patriot Viper 4 Blackout PVB432G320C6K ,2,16,3200,16-20-20-40,"DIMM, 288-pin",DDR4 ,6990,https://www.citilink.ru/product/pamyat-ddr4-2x16gb-3200mhz-patriot-pvb432g320c6k-rtl-pc4-25600-cl16-di-1396312/,0.46008583690987126
157,AMD R9 R9416G3206S2S-U ,1,16,3200,22-22-22-52,"SO-DIMM, 260-pin",DDR4 ,2590,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-amd-r9416g3206s2s-u-rtl-pc4-19200-cl16-so-dim-1517341/,1.2416988416988417
158,Patriot Signature PSD44G240081S ,1,4,2400,17-17-17-39,"SO-DIMM, 260-pin",DDR4 ,949,https://www.citilink.ru/product/modul-pamyati-patriot-signature-psd44g240081s-ddr4-4gb-2400-so-dimm-re-1082699/,2.5331928345626977
160,NETAC Basic NTBSD4P26SP-16 ,1,16,2666,19-19-19-43,"DIMM, 288-pin",DDR4 ,2690,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-netac-ntbsd4p26sp-16-basic-rtl-cl19-dimm-288-1740122/,0.9970260223048327
161,Patriot Signature PSD44G266681S ,1,4,2666,19-19-19-39,"SO-DIMM, 260-pin",DDR4 ,990,https://www.citilink.ru/product/modul-pamyati-patriot-signature-psd44g266681s-ddr4-4gb-2666-so-dimm-re-1417054/,2.696969696969697
162,AMD R9 R9416G3206U2S-U ,1,16,3200,16-18-18-39,"DIMM, 260-pin",DDR4 ,3190,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-amd-r9416g3206u2s-u-r9-rtl-pc4-25600-cl16-dim-1886248/,1.0081504702194357
164,Kingston Fury Impact KF426S15IB/8 ,1,8,2666,15-17-17,"SO-DIMM, 260-pin",DDR4 ,1990,https://www.citilink.ru/product/pamyat-ddr4-8gb-2666mhz-kingston-kf426s15ib-8-rtl-pc4-21300-cl15-so-di-1560742/,1.3437185929648243
165,Kingston Fury Beast Black KF436C18BB/16 ,1,16,3600,18-22-22,"DIMM, 288-pin",DDR4 ,4290,https://www.citilink.ru/product/pamyat-ddr4-16gb-3600mhz-kingston-kf436c18bb-16-rtl-pc4-28800-cl18-dim-1560752/,0.8428904428904429
166,Kingston Fury Impact KF432S20IBK2/16 ,2,8,3200,20-22-22,"SO-DIMM, 260-pin",DDR4 ,3990,https://www.citilink.ru/product/pamyat-ddr4-2x8gb-3200mhz-kingston-kf432s20ibk2-16-fury-impact-rtl-pc4-1783686/,0.8040100250626566
167,Patriot Viper 4 Blackout PVB416G300C6K ,2,8,3000,16-18-18-36,"DIMM, 288-pin",DDR4 ,3790,https://www.citilink.ru/product/modul-pamyati-patriot-viper-4-blackout-pvb416g300c6k-ddr4-2x-8gb-3000-1210868/,0.7936675461741425
168,Kingston Fury Beast Black KF437C19BBK2/16 ,2,8,3733,19-23-23,"DIMM, 288-pin",DDR4 ,4490,https://www.citilink.ru/product/pamyat-ddr4-2x8gb-3733mhz-kingston-kf437c19bbk2-16-rtl-cl19-dimm-288-p-1560213/,0.833184855233853
169,AMD Radeon R9 Gamer Series R948G3206S2S-U ,1,8,3200,22-22-22-52,"SO-DIMM, 260-pin",DDR4 ,1490,https://www.citilink.ru/product/pamyat-ddr4-8gb-3200mhz-amd-r948g3206s2s-u-radeon-r9-gamer-series-rtl-1874129/,2.153020134228188
170,Digma DGMAD42666008S ,1,8,2666,19-19-19-43,"DIMM, 288-pin",DDR4 ,1490,https://www.citilink.ru/product/pamyat-ddr4-8gb-2666mhz-digma-dgmad42666008s-rtl-pc4-21300-cl19-dimm-2-1784364/,1.7946308724832214
171,Kingston Fury Beast Black KF426C16BB1/16 ,1,16,2666,16-18-18,"DIMM, 288-pin",DDR4 ,3990,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-kingston-kf426c16bb1-16-rtl-pc4-21300-cl16-di-1561173/,0.6721804511278195
172,AMD Radeon R7 Performance Series R748G2606U2S-UO ,1,8,2666,16-18-18-35,"DIMM, 288-pin",DDR4 ,1490,https://www.citilink.ru/product/modul-pamyati-amd-radeon-r7-performance-series-r748g2606u2s-uo-ddr4-8g-1085015/,1.7946308724832214
173,AMD R3 Value R334G1339U1S-U ,1,4,1333,9-9-9-24,"DIMM, 240-pin",DDR3 ,690,https://www.citilink.ru/product/pamyat-ddr3-4gb-1333mhz-amd-r334g1339u1s-u-rtl-pc3-10600-cl9-dimm-240-1667204/,1.9376811594202898
174,Corsair Vengeance LPX CMK16GX4M1A2666C16 ,1,16,2666,16-18-18-35,"DIMM, 288-pin",DDR4 ,5700,https://www.citilink.ru/product/modul-pamyati-corsair-vengeance-lpx-cmk16gx4m1a2666c16-ddr4-16gb-2666-352485/,0.4705263157894737
175,NETAC Basic NTBSD4N32SP-08 ,1,8,3200,22-22-22-52,"SO-DIMM, 260-pin",DDR4 ,1490,https://www.citilink.ru/product/pamyat-ddr4-8gb-3200mhz-netac-ntbsd4n32sp-08-basic-oem-cl22-so-dimm-26-1740130/,2.153020134228188
176,Patriot Signature PSP48G320081H1 ,1,8,3200,22-22-22-52,"DIMM, 288-pin",DDR4 ,1690,https://www.citilink.ru/product/modul-pamyati-patriot-signature-psp48g320081h1-ddr4-8gb-3200-dimm-ret-1460395/,1.8982248520710059
177,Patriot Viper Elite II PVE2416G400C0K ,2,8,4000,20-26-26-46,"DIMM, 288-pin",DDR4 ,4590,https://www.citilink.ru/product/pamyat-ddr4-2x8gb-4000mhz-patriot-pve2416g400c0k-rtl-pc4-32000-cl20-di-1555018/,0.873202614379085
178,Patriot Viper 3 PV316G160C0K ,2,8,1600,10-10-10-27,"DIMM, 240-pin",DDR3 ,3590,https://www.citilink.ru/product/modul-pamyati-patriot-viper-3-pv316g160c0k-ddr3-2x-8gb-1600-dimm-ret-402239/,0.4479108635097493
179,Patriot Viper Steel RGB PVSR432G320C8K ,2,16,3200,18-22-22-42,"DIMM, 288-pin",DDR4 ,7590,https://www.citilink.ru/product/modul-pamyati-patriot-pvsr432g320c8k-1483228/,0.42371541501976284
180,Kingston Fury Impact KF426S15IB1/16 ,1,16,2666,15-17-17,"SO-DIMM, 260-pin",DDR4 ,3990,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-kingston-kf426s15ib1-16-rtl-pc4-21300-cl15-so-1561174/,0.6721804511278195
181,Patriot Viper Steel PVS416G360C7K ,2,8,3600,17-19-19-39,"DIMM, 288-pin",DDR4 ,4790,https://www.citilink.ru/product/modul-pamyati-patriot-viper-steel-pvs416g360c7k-ddr4-2x-8gb-3600-dimm-1134494/,0.7532359081419624
182,Patriot Signature PSD416G26662 ,1,16,2666,19-19-19-43,"DIMM, 288-pin",DDR4 ,2990,https://www.citilink.ru/product/modul-pamyati-patriot-signature-psd416g26662-ddr4-16gb-2666-dimm-ret-1077812/,0.8969899665551839
183,Kingston Fury Impact KF426S15IBK2/16 ,2,8,2666,15-17-17,"SO-DIMM, 260-pin",DDR4 ,3990,https://www.citilink.ru/product/pamyat-ddr4-2x8gb-2666mhz-kingston-kf426s15ibk2-16-fury-impact-rtl-pc4-1783700/,0.6701754385964912
184,NETAC Shadow NTSDD4P32SP-16Y ,1,16,3200,16-20-20-40,"DIMM, 288-pin",DDR4 ,3490,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-netac-ntsdd4p32sp-16y-shadow-rtl-pc4-25600-cl-1810006/,0.921489971346705
185,Kingston Fury Renegade Black KF432C16RB1/16 ,1,16,3200,16-18-18,"DIMM, 288-pin",DDR4 ,4090,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-kingston-kf432c16rb1-16-rtl-pc4-25600-cl16-di-1560165/,0.7863080684596577
186,Patriot Signature PSD416G26662S ,1,16,2666,19-19-19-43,"SO-DIMM, 260-pin",DDR4 ,2890,https://www.citilink.ru/product/modul-pamyati-patriot-signature-psd416g26662s-ddr4-16gb-2666-so-dimm-r-1183209/,0.9280276816608997
187,Patriot Viper 4 Blackout PVB416G360C8K ,2,8,3600,18-22-22-42,"DIMM, 288-pin",DDR4 ,4290,https://www.citilink.ru/product/pamyat-ddr4-2x8gb-3600mhz-patriot-pvb416g360c8k-viper-4-blackout-rtl-p-1790717/,0.841025641025641
190,Patriot Viper 4 Blackout PVB432G360C8K ,2,16,3600,18-22-22-42,"DIMM, 288-pin",DDR4 ,7190,https://www.citilink.ru/product/pamyat-ddr4-2x16gb-3600mhz-patriot-pvb432g360c8k-viper-4-blackout-rtl-1790718/,0.5029207232267038
191,Patriot Viper Steel PVS416G240C5S ,1,16,2400,15-15-15-35,"SO-DIMM, 260-pin",DDR4 ,3390,https://www.citilink.ru/product/modul-pamyati-patriot-viper-steel-pvs416g240c5s-ddr4-16gb-2400-so-dimm-1185084/,0.7126843657817109
192,Patriot Signature PSD416G240081 ,1,16,2400,17-17-17-39,"DIMM, 288-pin",DDR4 ,2990,https://www.citilink.ru/product/pamyat-ddr4-16gb-2400mhz-patriot-psd416g240081-rtl-pc4-19200-cl19-dimm-1422052/,0.8080267558528428
193,Kingston Fury Renegade RGB KF432C16RBAK2/16 ,2,8,3200,16-18-18,"DIMM, 288-pin",DDR4 ,4990,https://www.citilink.ru/product/pamyat-ddr4-2x8gb-3200mhz-kingston-kf432c16rbak2-16-rtl-pc4-25600-cl16-1560862/,0.6428857715430861
194,Digma DGMAS43200016S ,1,16,3200,22-22-22-52,"SO-DIMM, 260-pin",DDR4 ,2790,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-digma-dgmas43200016s-rtl-pc4-25600-cl22-so-di-1784389/,1.1526881720430107
195,A-Data Premier AD4U266616G19-RGN ,1,16,2666,19-19-19,"DIMM, 288-pin",DDR4 ,3390,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-a-data-ad4u266616g19-rgn-rtl-pc4-25600-cl19-d-1839864/,0.7911504424778761
196,Patriot Viper Steel PVS464G360C8K ,2,32,3600,18-22-22-42,"DIMM, 288-pin",DDR4 ,13490,https://www.citilink.ru/product/modul-pamyati-patriot-pvs464g360c8k-1483233/,0.269236471460341
197,Corsair Vengeance LPX CMK8GX4M1D3000C16 ,1,8,3000,16-20-20-38,"DIMM, 288-pin",DDR4 ,2690,https://www.citilink.ru/product/modul-pamyati-corsair-vengeance-lpx-cmk8gx4m1d3000c16-ddr4-8gb-3000-di-1050643/,1.1182156133828998
199,NETAC Basic NTBSD4N26SP-16 ,1,16,2666,19-19-19-43,"SO-DIMM, 260-pin",DDR4 ,2890,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-netac-ntbsd4n26sp-16-basic-oem-cl19-so-dimm-2-1740129/,0.9280276816608997
200,NETAC Basic NTBSD3N16SP-04 ,1,4,1600,11-11-11-28,"SO-DIMM, 204-pin",DDR3L,790,https://www.citilink.ru/product/pamyat-ddr3l-4gb-1600mhz-netac-ntbsd3n16sp-04-basic-oem-cl11-so-dimm-2-1740134/,2.030379746835443
202,A-Data AD4S320016G22-RGN ,1,16,3200,22-22-22,"SO-DIMM, 260-pin",DDR4 ,3290,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-a-data-ad4s320016g22-rgn-rtl-pc4-25600-cl22-s-1769574/,0.9775075987841946
203,Patriot Viper Elite II PVE2416G400C0 ,1,16,4000,20-26-26-46,"DIMM, 288-pin",DDR4 ,4090,https://www.citilink.ru/product/pamyat-ddr4-16gb-4000mhz-patriot-pve2416g400c0-rtl-pc4-32000-cl20-dimm-1555015/,0.9819070904645476
204,AMD Radeon R7 Performance Series R748G2606S2S-UO ,1,8,2666,16-18-18-35,"SO-DIMM, 260-pin",DDR4 ,1490,https://www.citilink.ru/product/pamyat-ddr4-8gb-2666mhz-amd-r748g2606s2s-uo-oem-pc4-19200-cl16-so-dimm-1411916/,1.7946308724832214
205,Patriot Viper EliteII PVE2432G266C6K ,2,16,2666,16-17-17-36,"DIMM, 288-pin",DDR4 ,6790,https://www.citilink.ru/product/pamyat-ddr4-2x16gb-2666mhz-patriot-pve2432g266c6k-viper-eliteii-rtl-pc-1604414/,0.3949926362297496
206,Digma DGMAD42666016S ,1,16,2666,19-19-19-43,"DIMM, 288-pin",DDR4 ,2690,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-digma-dgmad42666016s-rtl-pc4-21300-cl19-dimm-1784388/,0.9970260223048327
208,Kingston VALUERAM KVR32N22S8/8 ,1,8,3200,22-22-22,"DIMM, 288-pin",DDR4 ,1890,https://www.citilink.ru/product/pamyat-ddr4-8gb-3200mhz-kingston-kvr32n22s8-8-rtl-pc4-24000-cl22-dimm-1403748/,1.6973544973544972
209,Kingston Fury Beast Black KF426C16BB/16 ,1,16,2666,16-18-18,"DIMM, 288-pin",DDR4 ,3690,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-kingston-kf426c16bb-16-rtl-pc4-21300-cl16-dim-1560736/,0.7268292682926829
210,Patriot Viper Steel PVS416G360C8 ,1,16,3600,18-22-22-42,"DIMM, 288-pin",DDR4 ,3790,https://www.citilink.ru/product/pamyat-ddr4-16gb-3600mhz-patriot-pvs416g360c8-rtl-pc4-28800-cl19-dimm-1521008/,0.9540897097625329
211,Patriot Viper Steel PVS416G400C9K ,2,8,4000,19-19-19-39,"DIMM, 288-pin",DDR4 ,6390,https://www.citilink.ru/product/modul-pamyati-patriot-viper-steel-pvs416g400c9k-ddr4-2x-8gb-4000-dimm-1118408/,0.6272300469483568
212,Kingston Fury Renegade Black KF426C13RB1K2/32 ,2,16,2666,13-15-15,"DIMM, 288-pin",DDR4 ,7790,https://www.citilink.ru/product/pamyat-ddr4-2x16gb-2666mhz-kingston-kf426c13rb1k2-32-rtl-pc3-21300-cl1-1560745/,0.34428754813863927
213,Patriot Viper Steel PVS416G373C7K ,2,8,3733,17-21-21-41,"DIMM, 288-pin",DDR4 ,4490,https://www.citilink.ru/product/modul-pamyati-patriot-viper-steel-pvs416g373c7k-ddr4-2x-8gb-3733-dimm-1148364/,0.833184855233853
214,Patriot Steel Series PVS416G320C8S ,1,16,3200,22-22-22-52,"SO-DIMM, 260-pin",DDR4 ,2990,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-patriot-pvs416g320c8s-steel-series-rtl-pc4-25-1780802/,1.0755852842809364
215,Crucial CT16G4DFRA266 ,1,16,2666,19-19-19,"DIMM, 288-pin",DDR4 ,3990,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-crucial-ct16g4dfra266-rtl-pc4-21300-cl19-dimm-1824998/,0.6721804511278195
216,Patriot Viper Steel PVS48G300C6 ,1,8,3000,16-18-18-36,"DIMM, 288-pin",DDR4 ,2090,https://www.citilink.ru/product/modul-pamyati-patriot-viper-steel-pvs48g300c6-ddr4-8gb-3000-dimm-ret-1148373/,1.4392344497607654
217,Patriot Viper Steel PVS416G360C8K ,2,8,3600,18-22-22-42,"DIMM, 288-pin",DDR4 ,4290,https://www.citilink.ru/product/pamyat-ddr4-2x8gb-3600mhz-patriot-pvs416g360c8k-rtl-pc4-28800-cl18-dim-1426453/,0.841025641025641
218,Patriot Signature PSD416G320081S ,1,16,3200,22-22-22-52,"SO-DIMM, 260-pin",DDR4 ,2990,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-patriot-psd416g320081s-signature-rtl-cl19-so-1790719/,1.0755852842809364
219,Kingston Fury Renegade Black KF432C16RB/8 ,1,8,3200,16-18-18,"DIMM, 288-pin",DDR4 ,2190,https://www.citilink.ru/product/pamyat-ddr4-8gb-3200mhz-kingston-kf432c16rb-8-rtl-pc4-25600-cl16-dimm-1560199/,1.4648401826484017
220,Patriot Viper 3 PV38G160C0 ,1,8,1600,10-10-10-27,"DIMM, 240-pin",DDR3 ,1690,https://www.citilink.ru/product/modul-pamyati-patriot-viper-3-pv38g160c0-ddr3-8gb-1600-dimm-ret-390670/,0.9514792899408283
221,AMD Radeon R7 Performance Series R748G2400S2S-UO ,1,8,2400,16-16-16-36,"SO-DIMM, 260-pin",DDR4 ,1590,https://www.citilink.ru/product/modul-pamyati-amd-radeon-r7-performance-series-r748g2400s2s-uo-ddr4-8g-1093006/,1.5144654088050316
222,A-Data Premier AD4S26668G19-RGN ,1,8,2666,19-19-19,"SO-DIMM, 260-pin",DDR4 ,1490,https://www.citilink.ru/product/pamyat-ddr4-8gb-2666mhz-a-data-ad4s26668g19-rgn-rtl-pc4-25600-cl19-so-1839877/,1.7946308724832214
223,Patriot Viper Elite II PVE2432G360C0K ,2,16,3600,20-26-26-46,"DIMM, 288-pin",DDR4 ,6990,https://www.citilink.ru/product/pamyat-ddr4-2x16gb-3600mhz-patriot-pve2432g360c0k-rtl-pc4-28800-cl20-d-1555011/,0.517310443490701
224,A-Data Premier AD4S26664G19-RGN ,1,4,2666,19-19-19,"SO-DIMM, 260-pin",DDR4 ,990,https://www.citilink.ru/product/pamyat-ddr4-4gb-2666mhz-a-data-ad4s26664g19-rgn-rtl-pc4-25600-cl19-so-1839882/,2.696969696969697
225,Kingston Fury Renegade RGB KF436C16RB1A/16 ,1,16,3600,16-20-20,"DIMM, 288-pin",DDR4 ,4790,https://www.citilink.ru/product/pamyat-ddr4-16gb-3600mhz-kingston-kf436c16rb1a-16-rtl-pc4-28800-cl16-d-1560168/,0.7549060542797494
226,Patriot Viper EliteII PVE248G266C6K ,2,4,2666,16-17-17-36,"DIMM, 288-pin",DDR4 ,1990,https://www.citilink.ru/product/pamyat-ddr4-2x4gb-2666mhz-patriot-pve248g266c6k-viper-eliteii-rtl-pc4-1604398/,1.341708542713568
228,KIMTIGO KMKU16GF682666 ,1,16,2666,19-19-19,"DIMM, 288-pin",DDR4 ,2990,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-kimtigo-kmku16f682666-rtl-cl19-dimm-288-pin-1740205/,0.8969899665551839
229,KIMTIGO KMKS8G8682666 ,1,8,2666,19-19-19,"SO-DIMM, 260-pin",DDR4 ,1900,https://www.citilink.ru/product/pamyat-ddr4-8gb-2666mhz-kimtigo-kmks8g8682666-rtl-cl19-so-dimm-260-pin-1740206/,1.4073684210526316
230,Patriot Viper Steel PVS48G360C8 ,1,8,3600,18-22-22-42,"DIMM, 288-pin",DDR4 ,1990,https://www.citilink.ru/product/pamyat-ddr4-8gb-3600mhz-patriot-pvs48g360c8-rtl-pc4-28800-cl19-dimm-28-1521004/,1.813065326633166
231,Patriot Viper 4 Blackout PVB416G400C9K ,2,8,4000,19-21-21-41,"DIMM, 288-pin",DDR4 ,6190,https://www.citilink.ru/product/modul-pamyati-patriot-viper-4-blackout-pvb416g400c9k-ddr4-2x-8gb-4000-1211056/,0.6474959612277867
233,Kingston Fury Impact KF426S16IB/16 ,1,16,2666,16-18-18,"SO-DIMM, 260-pin",DDR4 ,3790,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-kingston-kf426s16ib-16-rtl-pc4-21300-cl16-so-1561145/,0.7076517150395778
234,Patriot Viper Elite II PVE2464G360C0K ,2,32,3600,20-26-26-46,"DIMM, 288-pin",DDR4 ,14990,https://www.citilink.ru/product/pamyat-ddr4-2x32gb-3600mhz-patriot-pve2464g360c0k-viper-elite-ii-rtl-p-1609210/,0.24229486324216146
236,Kingston Fury Beast KF548C38BB-32 ,1,32,4800,38-38-38,"DIMM, 288-pin",DDR5 ,10990,https://www.citilink.ru/product/pamyat-ddr5-32gb-4800mhz-kingston-kf548c38bb-32-fury-beast-rtl-pc5-384-1769927/,0.43967242948134666
237,AMD Radeon R7 Performance Series R744G2133U1S-UO ,1,4,2133,15-15-15-35,"DIMM, 288-pin",DDR4 ,1290,https://www.citilink.ru/product/modul-pamyati-amd-radeon-r7-performance-series-r744g2133u1s-uo-ddr4-4g-426170/,1.6565891472868217
238,AMD Radeon R7 Performance Series R7416G2400S2S-UO ,1,16,2400,16-16-16-36,"SO-DIMM, 260-pin",DDR4 ,2990,https://www.citilink.ru/product/modul-pamyati-amd-radeon-r7-performance-series-r7416g2400s2s-uo-ddr4-1-1126731/,0.8080267558528428
239,Patriot Viper 4 Blackout PVB464G360C8K ,2,32,3600,18-22-22-42,"DIMM, 288-pin",DDR4 ,14990,https://www.citilink.ru/product/modul-pamyati-patriot-viper-4-blackout-pvb464g360c8k-ddr4-2x-32gb-3600-1444915/,0.24229486324216146
240,Kingston Fury Beast RGB KF426C16BB1AK2/32 ,2,16,2666,16-18-18,"DIMM, 288-pin",DDR4 ,8190,https://www.citilink.ru/product/pamyat-ddr4-2x16gb-2666mhz-kingston-kf426c16bb1ak2-32-rtl-pc4-21300-cl-1560746/,0.3274725274725275
241,Kingston VALUERAM KVR32N22D8/16 ,1,16,3200,22-22-22,"DIMM, 288-pin",DDR4 ,3990,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-kingston-kvr32n22d8-16-rtl-pc4-25600-cl22-dim-1538451/,0.806015037593985
